
ヨイショコイ	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
掛け声	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
変化	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '終止形-一般']
と	['助詞', '格助詞', '*', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '連体形-一般']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
この	['連体詞', '*', '*', '*', '*', '*']
場合	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
ヨイショコイ	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
掛け声	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
意	['名詞', '普通名詞', '一般', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
正徳	['名詞', '固有名詞', '一般', '*', '*', '*']
年間	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
1711	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
-	['補助記号', '一般', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
1776	['名詞', '数詞', '*', '*', '*', '*']
年	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
大奥	['名詞', '普通名詞', '一般', '*', '*', '*']
女中	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
絵島	['名詞', '固有名詞', '人名', '一般', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
歌舞伎	['名詞', '普通名詞', '一般', '*', '*', '*']
役者	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
生島	['名詞', '固有名詞', '人名', '姓', '*', '*']
新五郎	['名詞', '固有名詞', '人名', '名', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
情話	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
絵島	['名詞', '固有名詞', '人名', '一般', '*', '*']
節	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
なっ	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
諸国	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
流行	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
それ	['代名詞', '*', '*', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
伝わっ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
変化	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '終止形-一般']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
この	['連体詞', '*', '*', '*', '*', '*']
場合	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
いらっしゃい	['動詞', '非自立可能', '*', '*', '五段-ラ行', '命令形']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
意	['名詞', '普通名詞', '一般', '*', '*', '*']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
。	['補助記号', '句点', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
他	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
鹿児島	['名詞', '固有名詞', '地名', '一般', '*', '*']
県	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
夜	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
さ	['助詞', '終助詞', '*', '*', '*', '*']
来い	['動詞', '非自立可能', '*', '*', 'カ行変格', '命令形']
晩	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
来い	['動詞', '非自立可能', '*', '*', 'カ行変格', '命令形']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
囃子詞	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
持つ	['動詞', '一般', '*', '*', '五段-タ行', '連体形-一般']
民謡	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
伝え	['動詞', '一般', '*', '*', '下一段-ア行', '未然形-一般']
られ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '終止形-一般']
と	['助詞', '格助詞', '*', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '連体形-一般']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
から	['助詞', '格助詞', '*', '*', '*', '*']
鹿児島	['名詞', '固有名詞', '地名', '一般', '*', '*']
へ	['助詞', '格助詞', '*', '*', '*', '*']
伝わっ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
た	['助動詞', '*', '*', '*', '助動詞-タ', '終止形-一般']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
も	['助詞', '係助詞', '*', '*', '*', '*']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
夜這い	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
風習	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
関連	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
さ	['動詞', '非自立可能', '*', '*', 'サ行変格', '未然形-サ']
せ	['助動詞', '*', '*', '*', '下一段-サ行', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
農耕	['名詞', '普通名詞', '一般', '*', '*', '*']
生活	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
場	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
歌わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
い	['動詞', '非自立可能', '*', '*', '上一段-ア行', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '終止形-一般']
と	['助詞', '格助詞', '*', '*', '*', '*']
推定	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '連体形-一般']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よっ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
てらっしゃい	['助動詞', '*', '*', '*', '五段-ラ行', '連用形-イ音便']
を	['助詞', '格助詞', '*', '*', '*', '*']
意味	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
する	['動詞', '非自立可能', '*', '*', 'サ行変格', '連体形-一般']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
昔	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
言葉	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
いう	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
説	['名詞', '普通名詞', '一般', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
など	['助詞', '副助詞', '*', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
吉原	['名詞', '固有名詞', '地名', '一般', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
性格	['名詞', '普通名詞', '一般', '*', '*', '*']
上	['接尾辞', '名詞的', '副詞可能', '*', '*', '*']
日本	['名詞', '固有名詞', '地名', '国', '*', '*']
中	['接尾辞', '名詞的', '副詞可能', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
歌	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
あつまる	['動詞', '一般', '*', '*', '五段-ラ行', '連体形-一般']
土地	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助動詞', '*', '*', '*', '助動詞-ダ', '連用形-一般']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
が	['助詞', '接続助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
想像	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
さ	['動詞', '非自立可能', '*', '*', 'サ行変格', '未然形-サ']
せる	['助動詞', '*', '*', '*', '下一段-サ行', '連体形-一般']
曲調	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
新	['接頭辞', '*', '*', '*', '*', '*']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
節	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
残っ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
いる	['動詞', '非自立可能', '*', '*', '上一段-ア行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
替え歌	['名詞', '普通名詞', '一般', '*', '*', '*']
[	['補助記号', '括弧開', '*', '*', '*', '*']
編集	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
]	['補助記号', '括弧閉', '*', '*', '*', '*']

 	['空白', '*', '*', '*', '*', '*']
純信	['名詞', '普通名詞', '形状詞可能', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
お	['接頭辞', '*', '*', '*', '*', '*']
馬	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
よさこい節	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
数百	['名詞', '数詞', '*', '*', '*', '*']
曲	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
及ぶ	['動詞', '一般', '*', '*', '五段-バ行', '連体形-一般']
替え歌	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
残っ	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-促音便']
て	['助詞', '接続助詞', '*', '*', '*', '*']
おり	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連用形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
どの	['連体詞', '*', '*', '*', '*', '*']
歌	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
どの	['連体詞', '*', '*', '*', '*', '*']
時代	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
作ら	['動詞', '一般', '*', '*', '五段-ラ行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
もの	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
か	['助詞', '副助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
定か	['形状詞', '一般', '*', '*', '*', '*']
で	['助動詞', '*', '*', '*', '助動詞-ダ', '連用形-一般']
は	['助詞', '係助詞', '*', '*', '*', '*']
ない	['形容詞', '非自立可能', '*', '*', '形容詞', '終止形-一般']
が	['助詞', '接続助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
良く	['副詞', '*', '*', '*', '*', '*']
知ら	['動詞', '一般', '*', '*', '五段-ラ行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
いる	['動詞', '非自立可能', '*', '*', '上一段-ア行', '連体形-一般']
代表	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
的	['接尾辞', '形状詞的', '*', '*', '*', '*']
な	['助動詞', '*', '*', '*', '助動詞-ダ', '連体形-一般']
歌詞	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
次	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
よう	['形状詞', '助動詞語幹', '*', '*', '*', '*']
な	['助動詞', '*', '*', '*', '助動詞-ダ', '連体形-一般']
もの	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
土佐	['名詞', '固有名詞', '地名', '一般', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
高知	['名詞', '固有名詞', '地名', '一般', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
はりま	['名詞', '固有名詞', '地名', '一般', '*', '*']
や	['助詞', '副助詞', '*', '*', '*', '*']
橋	['名詞', '普通名詞', '一般', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
坊	['名詞', '普通名詞', '一般', '*', '*', '*']
さん	['接尾辞', '名詞的', '一般', '*', '*', '*']
かんざし	['名詞', '普通名詞', '一般', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
買う	['動詞', '一般', '*', '*', '五段-ワア行', '終止形-一般']
を	['助詞', '格助詞', '*', '*', '*', '*']
見	['動詞', '非自立可能', '*', '*', '上一段-マ行', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
　	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
元歌	['名詞', '普通名詞', '一般', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
おかしな	['連体詞', '*', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
こと	['名詞', '普通名詞', '一般', '*', '*', '*']
よ	['助詞', '終助詞', '*', '*', '*', '*']
な	['助詞', '終助詞', '*', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
始まり	['動詞', '一般', '*', '*', '五段-ラ行', '連用形-一般']
、	['補助記号', '読点', '*', '*', '*', '*']
幕末	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
鋳掛	['名詞', '普通名詞', '一般', '*', '*', '*']
屋	['接尾辞', '名詞的', '一般', '*', '*', '*']
（	['補助記号', '括弧開', '*', '*', '*', '*']
いかけ	['名詞', '普通名詞', '一般', '*', '*', '*']
や	['助動詞', '*', '*', '*', '助動詞-ヤ', '終止形-一般']
）	['補助記号', '括弧閉', '*', '*', '*', '*']
お	['接頭辞', '*', '*', '*', '*', '*']
馬	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
歌	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
流行	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']
竹林	['名詞', '普通名詞', '一般', '*', '*', '*']
寺	['接尾辞', '名詞的', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
僧	['名詞', '普通名詞', '一般', '*', '*', '*']
・	['補助記号', '一般', '*', '*', '*', '*']
純信	['名詞', '普通名詞', '形状詞可能', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
鋳掛	['名詞', '普通名詞', '一般', '*', '*', '*']
屋	['接尾辞', '名詞的', '一般', '*', '*', '*']
お	['接頭辞', '*', '*', '*', '*', '*']
馬	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
悲恋	['名詞', '普通名詞', '一般', '*', '*', '*']
物語	['名詞', '普通名詞', '一般', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
その	['連体詞', '*', '*', '*', '*', '*']
舞台	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
なっ	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連用形-促音便']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
はりま	['名詞', '固有名詞', '地名', '一般', '*', '*']
や	['助詞', '副助詞', '*', '*', '*', '*']
橋	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
とも	['名詞', '普通名詞', '一般', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
有名	['形状詞', '一般', '*', '*', '*', '*']
で	['助動詞', '*', '*', '*', '助動詞-ダ', '連用形-一般']
あり	['動詞', '非自立可能', '*', '*', '五段-ラ行', '連用形-一般']
観光	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
名所	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
残る	['動詞', '一般', '*', '*', '五段-ラ行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
また	['接続詞', '*', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
その	['連体詞', '*', '*', '*', '*', '*']
他	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
残る	['動詞', '一般', '*', '*', '五段-ラ行', '連体形-一般']
有名	['形状詞', '一般', '*', '*', '*', '*']
な	['助動詞', '*', '*', '*', '助動詞-ダ', '連体形-一般']
歌詞	['名詞', '普通名詞', '一般', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
よさこい祭り	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
ため	['名詞', '普通名詞', '副詞可能', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
武政	['名詞', '固有名詞', '人名', '姓', '*', '*']
英策	['名詞', '固有名詞', '人名', '名', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
作詞	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
作曲	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
「	['補助記号', '括弧開', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
鳴子	['名詞', '固有名詞', '地名', '一般', '*', '*']
踊り	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
に	['助詞', '格助詞', '*', '*', '*', '*']
使わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
いる	['動詞', '非自立可能', '*', '*', '上一段-ア行', '連体形-一般']
もの	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
ある	['動詞', '非自立可能', '*', '*', '五段-ラ行', '終止形-一般']
。	['補助記号', '句点', '*', '*', '*', '*']


	['空白', '*', '*', '*', '*', '*']
御畳瀬	['名詞', '固有名詞', '地名', '一般', '*', '*']
見せ	['動詞', '非自立可能', '*', '*', '下一段-サ行', '連用形-一般']
ましょ	['助動詞', '*', '*', '*', '助動詞-マス', '意志推量形']
　	['空白', '*', '*', '*', '*', '*']
浦戸	['名詞', '固有名詞', '人名', '姓', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
あけ	['動詞', '一般', '*', '*', '下一段-カ行', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
月	['名詞', '普通名詞', '助数詞可能', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
名所	['名詞', '普通名詞', '一般', '*', '*', '*']
は	['助詞', '係助詞', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
桂浜	['名詞', '固有名詞', '地名', '一般', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
言う	['動詞', '一般', '*', '*', '五段-ワア行', '連体形-一般']
たち	['動詞', '一般', '*', '*', '五段-タ行', '連用形-一般']
いか	['動詞', '非自立可能', '*', '*', '五段-カ行', '未然形-一般']
ん	['助動詞', '*', '*', '*', '助動詞-ヌ', '終止形-撥音便']
ちや	['助詞', '接続助詞', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
おら	['動詞', '非自立可能', '*', '*', '五段-ラ行', '未然形-一般']
ん	['助動詞', '*', '*', '*', '助動詞-ヌ', '終止形-撥音便']
く	['名詞', '数詞', '*', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
池	['名詞', '普通名詞', '一般', '*', '*', '*']
にゃ	['助詞', '格助詞', '*', '*', '*', '*']
 	['空白', '*', '*', '*', '*', '*']
潮	['名詞', '普通名詞', '一般', '*', '*', '*']
吹く	['動詞', '一般', '*', '*', '五段-カ行', '連体形-一般']
魚	['名詞', '普通名詞', '一般', '*', '*', '*']
が	['助詞', '格助詞', '*', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
泳ぎ	['動詞', '一般', '*', '*', '五段-ガ行', '連用形-一般']
よる	['助動詞', '*', '*', '*', '五段-ラ行', '終止形-一般']
　	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
　	['空白', '*', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']

	['空白', '*', '*', '*', '*', '*']
鋳掛	['名詞', '普通名詞', '一般', '*', '*', '*']
屋	['接尾辞', '名詞的', '一般', '*', '*', '*']
お	['接頭辞', '*', '*', '*', '*', '*']
馬	['名詞', '普通名詞', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
歌	['名詞', '普通名詞', '一般', '*', '*', '*']
を	['助詞', '格助詞', '*', '*', '*', '*']
代表	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
と	['助詞', '格助詞', '*', '*', '*', '*']
し	['動詞', '非自立可能', '*', '*', 'サ行変格', '連用形-一般']
て	['助詞', '接続助詞', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
花柳	['名詞', '普通名詞', '一般', '*', '*', '*']
界	['接尾辞', '名詞的', '一般', '*', '*', '*']
の	['助詞', '格助詞', '*', '*', '*', '*']
お	['接頭辞', '*', '*', '*', '*', '*']
座敷	['名詞', '普通名詞', '一般', '*', '*', '*']
歌	['名詞', '普通名詞', '一般', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
自由	['名詞', '普通名詞', '形状詞可能', '*', '*', '*']
民権	['名詞', '普通名詞', '一般', '*', '*', '*']
運動	['名詞', '普通名詞', 'サ変可能', '*', '*', '*']
で	['助詞', '格助詞', '*', '*', '*', '*']
歌わ	['動詞', '一般', '*', '*', '五段-ワア行', '未然形-一般']
れ	['助動詞', '*', '*', '*', '助動詞-レル', '連用形-一般']
た	['助動詞', '*', '*', '*', '助動詞-タ', '連体形-一般']
「	['補助記号', '括弧開', '*', '*', '*', '*']
よし	['名詞', '普通名詞', '一般', '*', '*', '*']
や	['助詞', '副助詞', '*', '*', '*', '*']
節	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
「	['補助記号', '括弧開', '*', '*', '*', '*']
よさこい	['名詞', '普通名詞', '一般', '*', '*', '*']
鳴子	['名詞', '固有名詞', '地名', '一般', '*', '*']
踊り	['名詞', '普通名詞', '一般', '*', '*', '*']
」	['補助記号', '括弧閉', '*', '*', '*', '*']
、	['補助記号', '読点', '*', '*', '*', '*']
